Репликација (индекс);Путник;Авионски лет;Полазиште;Одредиште;Локално време захтева (ISO 8601);Време захтева (s од поноћи);Сат од поноћи
50;SYN2-357-D:P0002;SYN2-357-D;JUG;LYBE;2026-07-31T08:50:51.959730+02:00;31851,959730043272;8
50;SYN2-260-D:P0004;SYN2-260-D;LYBV;LYBE;2026-07-31T08:51:37.726144+02:00;31897,72614434582;8
50;SYN2-358-D:P0001;SYN2-358-D;DOR;LYBE;2026-07-31T08:52:51.690205+02:00;31971,690204905957;8
50;SYN2-249-D:P0004;SYN2-249-D;DOR;LYBE;2026-07-31T08:55:48.611282+02:00;32148,61128193706;8
50;SYN2-021-A:P0001;SYN2-021-A;LYBE;LYBV;2026-07-31T09:00:37.257164+02:00;32437,25716405693;9
50;SYN2-255-D:P0001;SYN2-255-D;DOR;LYBE;2026-07-31T09:07:56.776854+02:00;32876,77685395607;9
50;SYN2-258-D:P0001;SYN2-258-D;LYBV;LYBE;2026-07-31T09:12:59.925283+02:00;33179,92528278203;9
50;SYN2-356-D:P0001;SYN2-356-D;DOR;LYBE;2026-07-31T09:16:56.393794+02:00;33416,39379410825;9
50;SYN2-264-D:P0001;SYN2-264-D;JUG;LYBE;2026-07-31T09:19:25.818515+02:00;33565,818515222105;9
50;SYN2-266-D:P0001;SYN2-266-D;BW;LYBE;2026-07-31T09:19:30.644484+02:00;33570,644484343546;9
50;SYN2-249-D:P0003;SYN2-249-D;BW;LYBE;2026-07-31T09:21:55.995108+02:00;33715,99510838472;9
50;SYN2-249-D:P0002;SYN2-249-D;JUG;LYBE;2026-07-31T09:22:58.228312+02:00;33778,228311666346;9
50;SYN2-254-D:P0001;SYN2-254-D;LYBV;LYBE;2026-07-31T09:29:49.987387+02:00;34189,987387203386;9
50;SYN2-255-D:P0003;SYN2-255-D;DOR;LYBE;2026-07-31T09:32:43.046544+02:00;34363,046544404126;9
50;SYN2-158-A:P0002;SYN2-158-A;LYBE;BW;2026-07-31T09:39:05.496950+02:00;34745,496950454995;9
50;SYN2-260-D:P0002;SYN2-260-D;LYBV;LYBE;2026-07-31T09:45:28.259629+02:00;35128,259628693726;9
50;SYN2-158-A:P0001;SYN2-158-A;LYBE;DOR;2026-07-31T09:48:05.721977+02:00;35285,72197681408;9
50;SYN2-255-D:P0002;SYN2-255-D;EXPO;LYBE;2026-07-31T09:49:49.979324+02:00;35389,97932374326;9
50;SYN2-263-D:P0001;SYN2-263-D;BW;LYBE;2026-07-31T10:00:33.104560+02:00;36033,10455988697;10
50;SYN2-263-D:P0002;SYN2-263-D;EXPO;LYBE;2026-07-31T10:01:26.847508+02:00;36086,847508103914;10
50;SYN2-028-A:P0001;SYN2-028-A;LYBE;DOR;2026-07-31T10:03:54.471519+02:00;36234,47151912843;10
50;SYN2-260-D:P0001;SYN2-260-D;LYBV;LYBE;2026-07-31T10:06:30.485627+02:00;36390,48562703601;10
50;SYN2-263-D:P0003;SYN2-263-D;BW;LYBE;2026-07-31T10:11:40.647121+02:00;36700,64712143577;10
50;SYN2-272-D:P0002;SYN2-272-D;BW;LYBE;2026-07-31T10:13:44.315892+02:00;36824,31589225694;10
50;SYN2-277-D:P0001;SYN2-277-D;BW;LYBE;2026-07-31T10:24:43.884013+02:00;37483,88401315723;10
50;SYN2-272-D:P0001;SYN2-272-D;JUG;LYBE;2026-07-31T10:24:46.894559+02:00;37486,8945591122;10
50;SYN2-260-D:P0003;SYN2-260-D;JUG;LYBE;2026-07-31T10:24:51.156330+02:00;37491,15632962057;10
50;SYN2-362-D:P0001;SYN2-362-D;BW;LYBE;2026-07-31T10:27:45.109067+02:00;37665,10906699446;10
50;SYN2-286-D:P0003;SYN2-286-D;BW;LYBE;2026-07-31T10:34:16.545501+02:00;38056,545501007575;10
50;SYN2-268-D:P0001;SYN2-268-D;BW;LYBE;2026-07-31T10:34:17.888762+02:00;38057,88876184202;10
50;SYN2-288-D:P0002;SYN2-288-D;BW;LYBE;2026-07-31T10:34:33.654984+02:00;38073,65498354209;10
50;SYN2-286-D:P0002;SYN2-286-D;BW;LYBE;2026-07-31T10:36:23.369545+02:00;38183,36954489717;10
50;SYN2-031-A:P0002;SYN2-031-A;LYBE;LYBV;2026-07-31T10:44:49.277814+02:00;38689,27781405572;10
50;SYN2-032-A:P0001;SYN2-032-A;LYBE;LYBV;2026-07-31T10:45:42.606246+02:00;38742,606245779454;10
50;SYN2-273-D:P0001;SYN2-273-D;LYBV;LYBE;2026-07-31T10:47:32.426814+02:00;38852,4268135665;10
50;SYN2-275-D:P0001;SYN2-275-D;JUG;LYBE;2026-07-31T10:48:19.653722+02:00;38899,65372231265;10
50;SYN2-031-A:P0001;SYN2-031-A;LYBE;BW;2026-07-31T10:54:16.409386+02:00;39256,4093861151;10
50;SYN2-033-A:P0001;SYN2-033-A;LYBE;DOR;2026-07-31T10:56:25.647284+02:00;39385,64728430041;10
50;SYN2-033-A:P0003;SYN2-033-A;LYBE;LYBV;2026-07-31T10:58:55.724117+02:00;39535,72411658412;10
50;SYN2-281-D:P0001;SYN2-281-D;BW;LYBE;2026-07-31T10:59:46.270958+02:00;39586,27095827149;10
50;SYN2-161-A:P0001;SYN2-161-A;LYBE;DOR;2026-07-31T11:03:33.670947+02:00;39813,67094675649;11
50;SYN2-033-A:P0002;SYN2-033-A;LYBE;JUG;2026-07-31T11:05:16.090173+02:00;39916,090173168595;11
50;SYN2-160-A:P0001;SYN2-160-A;LYBE;BW;2026-07-31T11:08:03.322801+02:00;40083,32280072594;11
50;SYN2-283-D:P0001;SYN2-283-D;DOR;LYBE;2026-07-31T11:15:22.001178+02:00;40522,00117769272;11
50;SYN2-037-A:P0001;SYN2-037-A;LYBE;BW;2026-07-31T11:18:57.688436+02:00;40737,68843567727;11
50;SYN2-038-A:P0001;SYN2-038-A;LYBE;JUG;2026-07-31T11:27:53.240789+02:00;41273,24078865532;11
50;SYN2-037-A:P0002;SYN2-037-A;LYBE;EXPO;2026-07-31T11:28:22.876819+02:00;41302,8768185368;11
50;SYN2-036-A:P0001;SYN2-036-A;LYBE;BW;2026-07-31T11:34:34.613836+02:00;41674,61383625448;11
50;SYN2-038-A:P0002;SYN2-038-A;LYBE;JUG;2026-07-31T11:41:48.365563+02:00;42108,36556342459;11
50;SYN2-288-D:P0001;SYN2-288-D;JUG;LYBE;2026-07-31T11:41:51.829770+02:00;42111,829770348544;11
50;SYN2-365-D:P0001;SYN2-365-D;JUG;LYBE;2026-07-31T11:42:51.730080+02:00;42171,730079622714;11
50;SYN2-047-A:P0001;SYN2-047-A;LYBE;DOR;2026-07-31T11:43:17.065146+02:00;42197,06514616948;11
50;SYN2-046-A:P0001;SYN2-046-A;LYBE;JUG;2026-07-31T11:46:30.891775+02:00;42390,89177504873;11
50;SYN2-039-A:P0001;SYN2-039-A;LYBE;JUG;2026-07-31T11:46:30.944879+02:00;42390,94487945765;11
50;SYN2-286-D:P0001;SYN2-286-D;DOR;LYBE;2026-07-31T11:49:57.221317+02:00;42597,22131731687;11
50;SYN2-047-A:P0002;SYN2-047-A;LYBE;JUG;2026-07-31T11:53:01.342304+02:00;42781,34230368424;11
50;SYN2-050-A:P0001;SYN2-050-A;LYBE;LYBV;2026-07-31T11:55:32.821631+02:00;42932,82163108608;11
50;SYN2-051-A:P0001;SYN2-051-A;LYBE;DOR;2026-07-31T11:55:49.234736+02:00;42949,234736200764;11
50;SYN2-165-A:P0002;SYN2-165-A;LYBE;BW;2026-07-31T12:02:16.875731+02:00;43336,8757314307;12
50;SYN2-165-A:P0001;SYN2-165-A;LYBE;LYBV;2026-07-31T12:02:18.321853+02:00;43338,32185343163;12
50;SYN2-290-D:P0001;SYN2-290-D;BW;LYBE;2026-07-31T12:13:47.461633+02:00;44027,46163344314;12
50;SYN2-056-A:P0001;SYN2-056-A;LYBE;BW;2026-07-31T12:17:34.549287+02:00;44254,549286670925;12
50;SYN2-054-A:P0001;SYN2-054-A;LYBE;JUG;2026-07-31T12:19:14.260081+02:00;44354,26008089496;12
50;SYN2-056-A:P0002;SYN2-056-A;LYBE;JUG;2026-07-31T12:20:47.706128+02:00;44447,706128438156;12
50;SYN2-290-D:P0002;SYN2-290-D;JUG;LYBE;2026-07-31T12:25:52.806174+02:00;44752,80617399598;12
50;SYN2-058-A:P0001;SYN2-058-A;LYBE;BW;2026-07-31T12:28:30.382843+02:00;44910,38284282469;12
50;SYN2-057-A:P0001;SYN2-057-A;LYBE;DOR;2026-07-31T12:29:21.079995+02:00;44961,07999469277;12
50;SYN2-291-D:P0001;SYN2-291-D;LYBV;LYBE;2026-07-31T12:36:56.649086+02:00;45416,649086247045;12
50;SYN2-056-A:P0003;SYN2-056-A;LYBE;LYBV;2026-07-31T12:40:22.736050+02:00;45622,73605035032;12
50;SYN2-291-D:P0003;SYN2-291-D;LYBV;LYBE;2026-07-31T12:46:19.137880+02:00;45979,13788029594;12
50;SYN2-065-A:P0001;SYN2-065-A;LYBE;DOR;2026-07-31T12:59:04.686029+02:00;46744,686028602046;12
50;SYN2-052-A:P0001;SYN2-052-A;LYBE;JUG;2026-07-31T13:01:32.804366+02:00;46892,804365520875;13
50;SYN2-064-A:P0001;SYN2-064-A;LYBE;BW;2026-07-31T13:02:53.536491+02:00;46973,53649053389;13
50;SYN2-167-A:P0001;SYN2-167-A;LYBE;BW;2026-07-31T13:03:19.207584+02:00;46999,20758426278;13
50;SYN2-292-D:P0001;SYN2-292-D;BW;LYBE;2026-07-31T13:04:58.739355+02:00;47098,73935493983;13
50;SYN2-291-D:P0002;SYN2-291-D;LYBV;LYBE;2026-07-31T13:09:37.873053+02:00;47377,87305269163;13
50;SYN2-166-A:P0001;SYN2-166-A;LYBE;BW;2026-07-31T13:16:38.775810+02:00;47798,77580974145;13
50;SYN2-069-A:P0001;SYN2-069-A;LYBE;DOR;2026-07-31T13:17:23.057821+02:00;47843,057820772454;13
50;SYN2-066-A:P0001;SYN2-066-A;LYBE;BW;2026-07-31T13:19:17.304175+02:00;47957,30417491497;13
50;SYN2-367-D:P0001;SYN2-367-D;JUG;LYBE;2026-07-31T13:27:56.336430+02:00;48476,336430461226;13
50;SYN2-071-A:P0001;SYN2-071-A;LYBE;BW;2026-07-31T13:37:43.081060+02:00;49063,08105974386;13
50;SYN2-070-A:P0001;SYN2-070-A;LYBE;BW;2026-07-31T13:42:32.329387+02:00;49352,32938740911;13
50;SYN2-370-D:P0001;SYN2-370-D;BW;LYBE;2026-07-31T13:46:08.738861+02:00;49568,73886050701;13
50;SYN2-370-D:P0002;SYN2-370-D;JUG;LYBE;2026-07-31T13:54:49.599892+02:00;50089,59989170896;13
50;SYN2-309-D:P0001;SYN2-309-D;DOR;LYBE;2026-07-31T13:56:22.042549+02:00;50182,04254856267;13
50;SYN2-371-D:P0001;SYN2-371-D;DOR;LYBE;2026-07-31T14:04:09.030386+02:00;50649,030385800375;14
50;SYN2-299-D:P0001;SYN2-299-D;DOR;LYBE;2026-07-31T14:05:40.640935+02:00;50740,64093538713;14
50;SYN2-294-D:P0001;SYN2-294-D;LYBV;LYBE;2026-07-31T14:07:24.587376+02:00;50844,58737599324;14
50;SYN2-300-D:P0001;SYN2-300-D;BW;LYBE;2026-07-31T14:11:00.585733+02:00;51060,58573274283;14
50;SYN2-307-D:P0001;SYN2-307-D;JUG;LYBE;2026-07-31T14:18:57.875073+02:00;51537,87507260584;14
50;SYN2-073-A:P0001;SYN2-073-A;LYBE;JUG;2026-07-31T14:36:54.779158+02:00;52614,77915805335;14
50;SYN2-303-D:P0001;SYN2-303-D;DOR;LYBE;2026-07-31T14:53:41.582943+02:00;53621,58294348512;14
50;SYN2-303-D:P0003;SYN2-303-D;DOR;LYBE;2026-07-31T15:03:26.805981+02:00;54206,805981465586;15
50;SYN2-311-D:P0002;SYN2-311-D;LYBV;LYBE;2026-07-31T15:05:26.481557+02:00;54326,48155669156;15
50;SYN2-316-D:P0001;SYN2-316-D;LYBV;LYBE;2026-07-31T15:06:32.443287+02:00;54392,44328696863;15
50;SYN2-303-D:P0002;SYN2-303-D;JUG;LYBE;2026-07-31T15:10:53.775049+02:00;54653,7750494084;15
50;SYN2-075-A:P0001;SYN2-075-A;LYBE;DOR;2026-07-31T15:18:19.887757+02:00;55099,88775744254;15
50;SYN2-372-D:P0001;SYN2-372-D;BW;LYBE;2026-07-31T15:18:53.228602+02:00;55133,22860176764;15
50;SYN2-311-D:P0001;SYN2-311-D;LYBV;LYBE;2026-07-31T15:21:20.180526+02:00;55280,18052622241;15
50;SYN2-313-D:P0001;SYN2-313-D;BW;LYBE;2026-07-31T15:24:22.251956+02:00;55462,2519562487;15
50;SYN2-321-D:P0001;SYN2-321-D;JUG;LYBE;2026-07-31T15:25:07.340712+02:00;55507,34071177735;15
50;SYN2-315-D:P0001;SYN2-315-D;LYBV;LYBE;2026-07-31T15:26:20.766869+02:00;55580,76686881828;15
50;SYN2-316-D:P0002;SYN2-316-D;JUG;LYBE;2026-07-31T15:28:31.275545+02:00;55711,27554470219;15
50;SYN2-310-D:P0001;SYN2-310-D;DOR;LYBE;2026-07-31T15:30:29.914011+02:00;55829,9140106031;15
50;SYN2-076-A:P0001;SYN2-076-A;LYBE;BW;2026-07-31T15:50:27.066883+02:00;57027,06688319175;15
50;SYN2-078-A:P0001;SYN2-078-A;LYBE;JUG;2026-07-31T15:50:59.855762+02:00;57059,85576228242;15
50;SYN2-375-D:P0001;SYN2-375-D;LYBV;LYBE;2026-07-31T15:51:49.994156+02:00;57109,994155503045;15
50;SYN2-079-A:P0002;SYN2-079-A;LYBE;LYBV;2026-07-31T15:58:47.816603+02:00;57527,81660269773;15
50;SYN2-079-A:P0001;SYN2-079-A;LYBE;BW;2026-07-31T16:04:17.511160+02:00;57857,51115997798;16
50;SYN2-079-A:P0003;SYN2-079-A;LYBE;JUG;2026-07-31T16:04:28.490462+02:00;57868,490462117;16
50;SYN2-324-D:P0001;SYN2-324-D;BW;LYBE;2026-07-31T16:26:41.426718+02:00;59201,42671843398;16
50;SYN2-081-A:P0001;SYN2-081-A;LYBE;DOR;2026-07-31T16:33:26.497930+02:00;59606,49793044519;16
50;SYN2-084-A:P0001;SYN2-084-A;LYBE;DOR;2026-07-31T16:39:59.660548+02:00;59999,66054811628;16
50;SYN2-087-A:P0002;SYN2-087-A;LYBE;LYBV;2026-07-31T16:42:08.503871+02:00;60128,50387129445;16
50;SYN2-082-A:P0001;SYN2-082-A;LYBE;BW;2026-07-31T16:42:16.025295+02:00;60136,02529535757;16
50;SYN2-087-A:P0001;SYN2-087-A;LYBE;DOR;2026-07-31T16:43:27.164067+02:00;60207,164067470505;16
50;SYN2-171-A:P0001;SYN2-171-A;LYBE;BW;2026-07-31T16:50:33.314145+02:00;60633,31414500083;16
50;SYN2-101-A:P0001;SYN2-101-A;LYBE;JUG;2026-07-31T16:51:50.006880+02:00;60710,00688042315;16
50;SYN2-098-A:P0001;SYN2-098-A;LYBE;DOR;2026-07-31T16:53:24.240990+02:00;60804,24098962644;16
50;SYN2-100-A:P0001;SYN2-100-A;LYBE;BW;2026-07-31T16:53:24.261620+02:00;60804,261619750556;16
50;SYN2-086-A:P0001;SYN2-086-A;LYBE;DOR;2026-07-31T16:55:49.914743+02:00;60949,91474278228;16
50;SYN2-097-A:P0002;SYN2-097-A;LYBE;LYBV;2026-07-31T16:56:15.829031+02:00;60975,8290310589;16
50;SYN2-095-A:P0002;SYN2-095-A;LYBE;EXPO;2026-07-31T16:58:38.605926+02:00;61118,60592604796;16
50;SYN2-091-A:P0001;SYN2-091-A;LYBE;DOR;2026-07-31T16:59:09.457364+02:00;61149,45736399173;16
50;SYN2-097-A:P0001;SYN2-097-A;LYBE;JUG;2026-07-31T17:00:44.946696+02:00;61244,94669638851;17
50;SYN2-095-A:P0001;SYN2-095-A;LYBE;BW;2026-07-31T17:00:45.005399+02:00;61245,005399078305;17
50;SYN2-089-A:P0001;SYN2-089-A;LYBE;LYBV;2026-07-31T17:04:16.770041+02:00;61456,770040935786;17
50;SYN2-092-A:P0001;SYN2-092-A;LYBE;LYBV;2026-07-31T17:05:23.053570+02:00;61523,05356953144;17
50;SYN2-103-A:P0001;SYN2-103-A;LYBE;EXPO;2026-07-31T17:11:05.407652+02:00;61865,40765238895;17
50;SYN2-331-D:P0001;SYN2-331-D;JUG;LYBE;2026-07-31T17:12:09.145780+02:00;61929,14578027632;17
50;SYN2-108-A:P0002;SYN2-108-A;LYBE;BW;2026-07-31T17:22:37.582904+02:00;62557,58290436206;17
50;SYN2-175-A:P0001;SYN2-175-A;LYBE;JUG;2026-07-31T17:23:27.295763+02:00;62607,29576280716;17
50;SYN2-333-D:P0001;SYN2-333-D;BW;LYBE;2026-07-31T17:25:58.074851+02:00;62758,0748512261;17
50;SYN2-108-A:P0001;SYN2-108-A;LYBE;DOR;2026-07-31T17:27:10.418340+02:00;62830,418340077165;17
50;SYN2-108-A:P0003;SYN2-108-A;LYBE;DOR;2026-07-31T17:34:39.265507+02:00;63279,265506801574;17
50;SYN2-108-A:P0004;SYN2-108-A;LYBE;DOR;2026-07-31T17:41:27.510330+02:00;63687,51033001874;17
50;SYN2-331-D:P0002;SYN2-331-D;BW;LYBE;2026-07-31T17:41:51.101536+02:00;63711,10153554867;17
50;SYN2-110-A:P0002;SYN2-110-A;LYBE;BW;2026-07-31T17:41:57.539267+02:00;63717,539266548505;17
50;SYN2-333-D:P0003;SYN2-333-D;BW;LYBE;2026-07-31T17:45:09.865839+02:00;63909,8658393507;17
50;SYN2-332-D:P0001;SYN2-332-D;JUG;LYBE;2026-07-31T17:46:20.348850+02:00;63980,348850424896;17
50;SYN2-333-D:P0002;SYN2-333-D;BW;LYBE;2026-07-31T17:47:42.791912+02:00;64062,79191195983;17
50;SYN2-377-D:P0002;SYN2-377-D;JUG;LYBE;2026-07-31T17:51:13.106150+02:00;64273,10615002891;17
50;SYN2-110-A:P0001;SYN2-110-A;LYBE;BW;2026-07-31T17:51:37.454492+02:00;64297,45449189426;17
50;SYN2-111-A:P0001;SYN2-111-A;LYBE;JUG;2026-07-31T18:00:20.626500+02:00;64820,626499688275;18
50;SYN2-336-D:P0001;SYN2-336-D;LYBV;LYBE;2026-07-31T18:05:21.524183+02:00;65121,52418257785;18
50;SYN2-377-D:P0001;SYN2-377-D;BW;LYBE;2026-07-31T18:30:55.453739+02:00;66655,45373912873;18
50;SYN2-336-D:P0002;SYN2-336-D;LYBV;LYBE;2026-07-31T18:58:47.505331+02:00;68327,50533124474;18
50;SYN2-179-A:P0001;SYN2-179-A;LYBE;JUG;2026-07-31T19:38:43.794104+02:00;70723,79410442746;19
50;SYN2-116-A:P0002;SYN2-116-A;LYBE;DOR;2026-07-31T19:51:26.705105+02:00;71486,70510536725;19
50;SYN2-116-A:P0001;SYN2-116-A;LYBE;DOR;2026-07-31T19:52:52.703882+02:00;71572,70388164671;19
50;SYN2-118-A:P0001;SYN2-118-A;LYBE;DOR;2026-07-31T20:19:16.938921+02:00;73156,93892119396;20
50;SYN2-119-A:P0001;SYN2-119-A;LYBE;EXPO;2026-07-31T20:24:17.995500+02:00;73457,99549995462;20
50;SYN2-378-D:P0002;SYN2-378-D;DOR;LYBE;2026-07-31T20:27:32.852363+02:00;73652,85236267294;20
50;SYN2-120-A:P0001;SYN2-120-A;LYBE;BW;2026-07-31T21:09:58.927405+02:00;76198,92740499321;21
50;SYN2-120-A:P0002;SYN2-120-A;LYBE;JUG;2026-07-31T21:11:58.435588+02:00;76318,4355883066;21
50;SYN2-180-A:P0001;SYN2-180-A;LYBE;DOR;2026-07-31T21:11:59.249763+02:00;76319,24976316595;21
50;SYN2-378-D:P0001;SYN2-378-D;JUG;LYBE;2026-07-31T21:22:47.701259+02:00;76967,7012593793;21
50;SYN2-123-A:P0001;SYN2-123-A;LYBE;JUG;2026-07-31T22:06:44.961396+02:00;79604,96139600429;22
50;SYN2-124-A:P0001;SYN2-124-A;LYBE;BW;2026-07-31T22:25:22.603712+02:00;80722,60371248094;22
50;SYN2-184-A:P0002;SYN2-184-A;LYBE;DOR;2026-07-31T22:29:49.477463+02:00;80989,47746283651;22
50;SYN2-125-A:P0001;SYN2-125-A;LYBE;JUG;2026-07-31T22:32:10.800683+02:00;81130,80068275482;22
50;SYN2-127-A:P0001;SYN2-127-A;LYBE;DOR;2026-07-31T22:38:32.072819+02:00;81512,07281913431;22
50;SYN2-184-A:P0005;SYN2-184-A;LYBE;LYBV;2026-07-31T22:40:06.552580+02:00;81606,55257974856;22
50;SYN2-125-A:P0002;SYN2-125-A;LYBE;JUG;2026-07-31T22:41:31.347285+02:00;81691,34728463068;22
50;SYN2-182-A:P0001;SYN2-182-A;LYBE;BW;2026-07-31T22:42:06.076823+02:00;81726,07682287246;22
50;SYN2-184-A:P0001;SYN2-184-A;LYBE;BW;2026-07-31T22:45:30.900947+02:00;81930,90094683915;22
50;SYN2-184-A:P0004;SYN2-184-A;LYBE;BW;2026-07-31T22:46:26.966759+02:00;81986,96675938567;22
50;SYN2-129-A:P0001;SYN2-129-A;LYBE;BW;2026-07-31T22:48:46.786116+02:00;82126,78611557127;22
50;SYN2-184-A:P0003;SYN2-184-A;LYBE;JUG;2026-07-31T22:52:19.393007+02:00;82339,39300673289;22
50;SYN2-134-A:P0001;SYN2-134-A;LYBE;LYBV;2026-07-31T22:56:25.818116+02:00;82585,8181162478;22
50;SYN2-137-A:P0001;SYN2-137-A;LYBE;BW;2026-07-31T23:08:14.324209+02:00;83294,32420943431;23
50;SYN2-139-A:P0002;SYN2-139-A;LYBE;DOR;2026-07-31T23:15:41.926781+02:00;83741,92678092884;23
50;SYN2-143-A:P0001;SYN2-143-A;LYBE;BW;2026-07-31T23:17:10.635950+02:00;83830,63595006523;23
50;SYN2-138-A:P0001;SYN2-138-A;LYBE;LYBV;2026-07-31T23:17:46.995061+02:00;83866,99506073393;23
50;SYN2-139-A:P0001;SYN2-139-A;LYBE;JUG;2026-07-31T23:24:05.244376+02:00;84245,24437575387;23
50;SYN2-142-A:P0001;SYN2-142-A;LYBE;LYBV;2026-07-31T23:34:52.502960+02:00;84892,50295970148;23
50;SYN2-150-A:P0003;SYN2-150-A;LYBE;DOR;2026-07-31T23:39:21.194085+02:00;85161,19408501644;23
50;SYN2-150-A:P0002;SYN2-150-A;LYBE;JUG;2026-07-31T23:43:52.979921+02:00;85432,97992133445;23
50;SYN2-188-A:P0001;SYN2-188-A;LYBE;BW;2026-07-31T23:44:22.158608+02:00;85462,1586081469;23
50;SYN2-150-A:P0001;SYN2-150-A;LYBE;LYBV;2026-07-31T23:44:29.352802+02:00;85469,35280161025;23
50;SYN2-147-A:P0002;SYN2-147-A;LYBE;DOR;2026-07-31T23:44:32.792233+02:00;85472,79223305732;23
50;SYN2-149-A:P0002;SYN2-149-A;LYBE;BW;2026-07-31T23:45:07.426539+02:00;85507,42653910563;23
50;SYN2-149-A:P0001;SYN2-149-A;LYBE;DOR;2026-07-31T23:49:57.102115+02:00;85797,10211518947;23
50;SYN2-187-A:P0001;SYN2-187-A;LYBE;DOR;2026-07-31T23:51:31.416917+02:00;85891,41691676108;23
50;SYN2-187-A:P0002;SYN2-187-A;LYBE;DOR;2026-07-31T23:51:36.374836+02:00;85896,37483618334;23
50;SYN2-147-A:P0001;SYN2-147-A;LYBE;BW;2026-07-31T23:55:54.018725+02:00;86154,01872516214;23
50;SYN2-187-A:P0003;SYN2-187-A;LYBE;BW;2026-07-31T23:59:19.392934+02:00;86359,39293353846;23
50;SYN2-148-A:P0001;SYN2-148-A;LYBE;EXPO;2026-08-01T00:00:15.027724+02:00;86415,02772431062;24
51;SYN2-193-D:P0003;SYN2-193-D;JUG;LYBE;2026-07-30T20:59:47.226092+02:00;-10812,773908186879;-4
51;SYN2-193-D:P0002;SYN2-193-D;LYBV;LYBE;2026-07-30T21:33:11.712885+02:00;-8808,287114718598;-3
51;SYN2-190-D:P0001;SYN2-190-D;LYBV;LYBE;2026-07-30T21:33:55.829905+02:00;-8764,170094704812;-3
51;SYN2-195-D:P0001;SYN2-195-D;BW;LYBE;2026-07-30T21:46:10.193484+02:00;-8029,806516207671;-3
51;SYN2-197-D:P0002;SYN2-197-D;EXPO;LYBE;2026-07-30T22:24:41.189075+02:00;-5718,810924839611;-2
51;SYN2-197-D:P0001;SYN2-197-D;BW;LYBE;2026-07-30T22:26:46.904279+02:00;-5593,095720660893;-2
51;SYN2-193-D:P0001;SYN2-193-D;DOR;LYBE;2026-07-30T22:36:49.248138+02:00;-4990,751861988215;-2
51;SYN2-002-A:P0002;SYN2-002-A;LYBE;JUG;2026-07-31T01:30:02.281271+02:00;5402,281270606606;1
51;SYN2-002-A:P0001;SYN2-002-A;LYBE;BW;2026-07-31T01:31:03.776390+02:00;5463,776390395872;1
51;SYN2-198-D:P0002;SYN2-198-D;DOR;LYBE;2026-07-31T01:35:29.399470+02:00;5729,399470355165;1
51;SYN2-153-A:P0001;SYN2-153-A;LYBE;BW;2026-07-31T01:40:06.100780+02:00;6006,100780196688;1
51;SYN2-153-A:P0002;SYN2-153-A;LYBE;BW;2026-07-31T01:41:17.933468+02:00;6077,9334682727185;1
51;SYN2-004-A:P0001;SYN2-004-A;LYBE;EXPO;2026-07-31T02:03:48.501687+02:00;7428,501686950835;2
51;SYN2-198-D:P0001;SYN2-198-D;BW;LYBE;2026-07-31T02:36:00.075113+02:00;9360,075113346247;2
51;SYN2-201-D:P0001;SYN2-201-D;JUG;LYBE;2026-07-31T02:51:40.901854+02:00;10300,901854008698;2
51;SYN2-347-D:P0001;SYN2-347-D;LYBV;LYBE;2026-07-31T02:52:14.816056+02:00;10334,816055509089;2
51;SYN2-210-D:P0001;SYN2-210-D;DOR;LYBE;2026-07-31T02:53:04.524232+02:00;10384,524232400148;2
51;SYN2-219-D:P0001;SYN2-219-D;JUG;LYBE;2026-07-31T02:56:35.188707+02:00;10595,188706580726;2
51;SYN2-209-D:P0001;SYN2-209-D;BW;LYBE;2026-07-31T03:01:02.459041+02:00;10862,459041498056;3
51;SYN2-349-D:P0001;SYN2-349-D;LYBV;LYBE;2026-07-31T03:03:14.088136+02:00;10994,088136250022;3
51;SYN2-212-D:P0002;SYN2-212-D;BW;LYBE;2026-07-31T03:05:04.787571+02:00;11104,787571285116;3
51;SYN2-229-D:P0001;SYN2-229-D;BW;LYBE;2026-07-31T03:08:33.832274+02:00;11313,832274046905;3
51;SYN2-207-D:P0001;SYN2-207-D;DOR;LYBE;2026-07-31T03:09:41.971621+02:00;11381,971620777911;3
51;SYN2-344-D:P0001;SYN2-344-D;DOR;LYBE;2026-07-31T03:10:39.835837+02:00;11439,83583723804;3
51;SYN2-224-D:P0001;SYN2-224-D;LYBV;LYBE;2026-07-31T03:19:00.673712+02:00;11940,673712309803;3
51;SYN2-350-D:P0001;SYN2-350-D;BW;LYBE;2026-07-31T03:19:04.225603+02:00;11944,22560250144;3
51;SYN2-218-D:P0001;SYN2-218-D;LYBV;LYBE;2026-07-31T03:19:43.915587+02:00;11983,915587149619;3
51;SYN2-346-D:P0001;SYN2-346-D;BW;LYBE;2026-07-31T03:22:18.601726+02:00;12138,601726272704;3
51;SYN2-205-D:P0001;SYN2-205-D;LYBV;LYBE;2026-07-31T03:23:21.766762+02:00;12201,76676178526;3
51;SYN2-202-D:P0001;SYN2-202-D;LYBV;LYBE;2026-07-31T03:26:02.360430+02:00;12362,36042996814;3
51;SYN2-224-D:P0003;SYN2-224-D;JUG;LYBE;2026-07-31T03:27:03.599191+02:00;12423,599191269399;3
51;SYN2-347-D:P0002;SYN2-347-D;DOR;LYBE;2026-07-31T03:40:30.371752+02:00;13230,371751854056;3
51;SYN2-227-D:P0001;SYN2-227-D;LYBV;LYBE;2026-07-31T03:43:04.499594+02:00;13384,4995943687;3
